model,task,repeat,arm,passed,generation_calls,generation_tokens,standalone_preparation_tokens,source,record,record_sha256,original_record
gpt55,eda_201,2,direct,True,1,1064,0,formal-v1,records/units/gpt55/eda_201/2/direct/record.json,5a2bdc005aefffb35833cc9440562a60ea9d1fd71fab9eb8be2a8ef1175d7088,formal-v1/units/gpt55/eda_201/2/direct/record.json
gpt55,eda_201,2,full,False,3,8185,0,formal-v1,records/units/gpt55/eda_201/2/full/record.json,eed8650d476321d5edaab9699b9e502ea1d0563ec13d5dd5198fed7fb5a2a27c,formal-v1/units/gpt55/eda_201/2/full/record.json
gpt55,eda_201,2,spicepilot,True,2,9363,0,formal-v1,records/units/gpt55/eda_201/2/spicepilot/record.json,3b7944b356c06b691991582c32ec16884f55241f7fbb00f076595dabc33d21a5,formal-v1/units/gpt55/eda_201/2/spicepilot/record.json
gpt55,eda_201,3,analogcoder,True,1,3117,0,formal-v1,records/units/gpt55/eda_201/3/analogcoder/record.json,5411a76cde1c35f32f47321aa3dace19ac1717264049afd91b87a6cfa3e02c77,formal-v1/units/gpt55/eda_201/3/analogcoder/record.json
gpt55,eda_201,3,direct,True,1,1047,0,formal-v1,records/units/gpt55/eda_201/3/direct/record.json,34f156ac57f32ce7dbfdf04eb587d55bf409d22a0c057127ed0149a0e8acf430,formal-v1/units/gpt55/eda_201/3/direct/record.json
gpt55,eda_201,3,full,True,2,4990,0,formal-v1,records/units/gpt55/eda_201/3/full/record.json,c0dea62d0bd372dcca1fcc2f62b43cece0cfb00ab13d2f2cebdfa6c3ff23d4b5,formal-v1/units/gpt55/eda_201/3/full/record.json
gpt55,eda_201,3,spicepilot,False,3,13992,0,formal-v1,records/units/gpt55/eda_201/3/spicepilot/record.json,9a300f638f77b10d841ee1041583c31b08502d2b8463fdbf27aeaa5000e14920,formal-v1/units/gpt55/eda_201/3/spicepilot/record.json
gpt55,eda_202,1,analogcoder,True,1,3468,0,formal-v1,records/units/gpt55/eda_202/1/analogcoder/record.json,79172311f1d9be5695d558705c0f632c88f5056c1d31502be5d8e9d83fc8d920,formal-v1/units/gpt55/eda_202/1/analogcoder/record.json
gpt55,eda_202,1,direct,True,3,4005,0,formal-v1,records/units/gpt55/eda_202/1/direct/record.json,4cbf7e3b79f081f8ebe170f49e8e7020e8f70430ec7f2fb47707cb8859cc835e,formal-v1/units/gpt55/eda_202/1/direct/record.json
gpt55,eda_202,1,full,False,3,10012,0,formal-v1,records/units/gpt55/eda_202/1/full/record.json,1ce5e5299d52a2dd1c318dfcfaa61a6de7c56a864d4a0a84fdfa7ad9dadefa1f,formal-v1/units/gpt55/eda_202/1/full/record.json
gpt55,eda_202,1,spicepilot,False,3,15127,0,formal-v1,records/units/gpt55/eda_202/1/spicepilot/record.json,fb45a4ce7a960a536af09b5925fd2b052033aa0a97756a65aff9bee16f0efda3,formal-v1/units/gpt55/eda_202/1/spicepilot/record.json
gpt55,eda_202,2,analogcoder,True,1,3440,0,formal-v1,records/units/gpt55/eda_202/2/analogcoder/record.json,51e22dafaa366ca3b8ea614248fc26f54c1d0f6b44b3ffafb787b70f6f5c9b9b,formal-v1/units/gpt55/eda_202/2/analogcoder/record.json
gpt55,eda_202,2,direct,False,3,3960,0,formal-v1,records/units/gpt55/eda_202/2/direct/record.json,5c8d09ca413b37f1dc447954e28437930a17a8c84527c437ee4e36c549807f7b,formal-v1/units/gpt55/eda_202/2/direct/record.json
gpt55,eda_202,2,full,True,3,9549,0,formal-v1,records/units/gpt55/eda_202/2/full/record.json,550fa84e3569a880acd56869e32d4a017b8e34e23f237e5a1e1658c8afc98c50,formal-v1/units/gpt55/eda_202/2/full/record.json
gpt55,eda_202,2,spicepilot,False,3,15177,0,formal-v1,records/units/gpt55/eda_202/2/spicepilot/record.json,cb6484da6907f714730157fb22b1421c8f0d6d68eb5de0ba0f535fb970130f89,formal-v1/units/gpt55/eda_202/2/spicepilot/record.json
gpt55,eda_202,3,analogcoder,True,1,3611,0,formal-v1,records/units/gpt55/eda_202/3/analogcoder/record.json,3445ae6a1cd03f3dd2e313d081034738400d3cf888f8132ee00ce4458a7883ab,formal-v1/units/gpt55/eda_202/3/analogcoder/record.json
gpt55,eda_202,3,direct,True,2,2662,0,formal-v1,records/units/gpt55/eda_202/3/direct/record.json,f834d419588baf02c019493a3c4433ba90fcbab2c8a53f4dc11a78543488b15a,formal-v1/units/gpt55/eda_202/3/direct/record.json
gpt55,eda_202,3,full,False,3,9696,0,formal-v1,records/units/gpt55/eda_202/3/full/record.json,f0b395a6da8a46f662416c8a492f3c8dd61384d5a2f8f9b61698fb15d0b73a0f,formal-v1/units/gpt55/eda_202/3/full/record.json
gpt55,eda_202,3,spicepilot,False,3,15166,0,formal-v1,records/units/gpt55/eda_202/3/spicepilot/record.json,96178bd6f1b70f313b6a722d7b49b2180c28693b61dfb7695adefa2a4df566ed,formal-v1/units/gpt55/eda_202/3/spicepilot/record.json
gpt55,eda_203,1,analogcoder,True,1,3970,0,formal-v1,records/units/gpt55/eda_203/1/analogcoder/record.json,168423000d43659626c50eba9ee08b6c33392da0921edbd4ae1e2ed8eaab8662,formal-v1/units/gpt55/eda_203/1/analogcoder/record.json
gpt55,eda_203,1,direct,False,3,3578,0,formal-v1,records/units/gpt55/eda_203/1/direct/record.json,38865914c56b4cb2252a49636150d3a79e291d17b980ab8f089b503b8aa6f62d,formal-v1/units/gpt55/eda_203/1/direct/record.json
gpt55,eda_203,1,full,False,3,9144,0,formal-v1,records/units/gpt55/eda_203/1/full/record.json,675ac2fb4f7fd7518b159ecb4b681f4afc4563f82a1090dabde1deb5e1e91a37,formal-v1/units/gpt55/eda_203/1/full/record.json
gpt55,eda_203,1,spicepilot,False,3,14361,0,formal-v1,records/units/gpt55/eda_203/1/spicepilot/record.json,4ca8fad3987709b3b5e8e39eda61415e268ff3f987f2ecd303570aeeb2ca0d1e,formal-v1/units/gpt55/eda_203/1/spicepilot/record.json
gpt55,eda_203,2,analogcoder,True,1,4102,0,formal-v1,records/units/gpt55/eda_203/2/analogcoder/record.json,df451d0ba3259c68f43be0cfe8b2efd54a497f15b6b5bbaa3ee7a30e49de7428,formal-v1/units/gpt55/eda_203/2/analogcoder/record.json
gpt55,eda_203,2,direct,False,3,3562,0,formal-v1,records/units/gpt55/eda_203/2/direct/record.json,b455940ff86c78618982f499730e6c817f1b499e85ef0d9f1a37f1ec2580ea46,formal-v1/units/gpt55/eda_203/2/direct/record.json
gpt55,eda_203,2,full,False,3,8935,0,formal-v1,records/units/gpt55/eda_203/2/full/record.json,c6868c5dfbd2f843fbe1115df88051202ab999c7f79d4e5c8da239af82e5d6b2,formal-v1/units/gpt55/eda_203/2/full/record.json
gpt55,eda_203,2,spicepilot,False,3,14366,0,formal-v1,records/units/gpt55/eda_203/2/spicepilot/record.json,6e39addddb60eed9a7a6691023dfeefec5934128c8c83cb1568e0f949f657e52,formal-v1/units/gpt55/eda_203/2/spicepilot/record.json
gpt55,eda_203,3,analogcoder,False,1,3545,0,formal-v1,records/units/gpt55/eda_203/3/analogcoder/record.json,82d4fe811856c374baca5f9527b1650f937fa039e77e595e4740ac20489837c3,formal-v1/units/gpt55/eda_203/3/analogcoder/record.json
gpt55,eda_203,3,direct,False,3,3528,0,formal-v1,records/units/gpt55/eda_203/3/direct/record.json,6e9e6c86832550a1bb3e6e6b20344ca278130d11e6b85a9ae83c1379776c6508,formal-v1/units/gpt55/eda_203/3/direct/record.json
gpt55,eda_203,3,full,False,3,9011,0,formal-v1,records/units/gpt55/eda_203/3/full/record.json,1f5c7d32a1560737fa567c77876a8738ddb6892689093b091a61cb0ce8c75aaa,formal-v1/units/gpt55/eda_203/3/full/record.json
gpt55,eda_203,3,spicepilot,False,3,14373,0,formal-v1,records/units/gpt55/eda_203/3/spicepilot/record.json,7a7cbcf706b3f8199d5db317574560c804f88c4446ff079232dce5931bdf7963,formal-v1/units/gpt55/eda_203/3/spicepilot/record.json
gpt55,eda_204,1,analogcoder,False,1,3806,0,formal-v1,records/units/gpt55/eda_204/1/analogcoder/record.json,c385e200eea606e87571667a92d04007ecdab42ff362c0f62800fc119b5a5821,formal-v1/units/gpt55/eda_204/1/analogcoder/record.json
gpt55,eda_204,1,direct,False,3,3861,0,formal-v1,records/units/gpt55/eda_204/1/direct/record.json,4884fbd549d05991e7c6c66adeef184a77af219b56a6c7ea370ce57594e5a2b9,formal-v1/units/gpt55/eda_204/1/direct/record.json
gpt55,eda_204,1,full,False,3,10475,0,formal-v1,records/units/gpt55/eda_204/1/full/record.json,94c3249f104d4034611854d69d82e1f0c8ebab744913e3d36a30dc26a1912e25,formal-v1/units/gpt55/eda_204/1/full/record.json
gpt55,eda_204,1,spicepilot,False,3,15257,0,formal-v1,records/units/gpt55/eda_204/1/spicepilot/record.json,290cc78d68de182548c04ce754325ded7aa29e8f09e4582e8b213fbb834effdd,formal-v1/units/gpt55/eda_204/1/spicepilot/record.json
gpt55,eda_204,2,analogcoder,False,1,3963,0,formal-v1,records/units/gpt55/eda_204/2/analogcoder/record.json,6d6d3ef2825e56376ccc6aa78f15268bd3022ab3500e31bb08e01195da488086,formal-v1/units/gpt55/eda_204/2/analogcoder/record.json
gpt55,eda_204,2,direct,False,3,3916,0,formal-v1,records/units/gpt55/eda_204/2/direct/record.json,f755e1daa0aa96978b5358d601f8bdc44030417e43c6a29aaf6b407f2d3979f0,formal-v1/units/gpt55/eda_204/2/direct/record.json
gpt55,eda_204,2,full,False,3,10519,0,formal-v1,records/units/gpt55/eda_204/2/full/record.json,bbd70b5563e2eaeac0e2d5f7fb51d60e6554f6d2076b762819b7cbd868e3b789,formal-v1/units/gpt55/eda_204/2/full/record.json
gpt55,eda_204,2,spicepilot,False,3,15171,0,formal-v1,records/units/gpt55/eda_204/2/spicepilot/record.json,f2e568ab7d66195cd2059963bbbe74ac6ca037c8a91c9a5c7b411d8f78a67959,formal-v1/units/gpt55/eda_204/2/spicepilot/record.json
gpt55,eda_204,3,analogcoder,False,1,3834,0,formal-v1,records/units/gpt55/eda_204/3/analogcoder/record.json,b9b196ef8ff87b313b2565b9c96e41415f83eb8cf0af18fac759479b4f5b4bbf,formal-v1/units/gpt55/eda_204/3/analogcoder/record.json
gpt55,eda_204,3,direct,False,3,3930,0,formal-v1,records/units/gpt55/eda_204/3/direct/record.json,ed7fe13a769a5288efb8b15f2f61115127d67ad54d2b6a56c138a5f175a7a119,formal-v1/units/gpt55/eda_204/3/direct/record.json
gpt55,eda_204,3,full,False,3,10587,0,formal-v1,records/units/gpt55/eda_204/3/full/record.json,ac9aac456b1da81e96f4a61588f975d5fb861a948a1cee72d30f414178f3ab0f,formal-v1/units/gpt55/eda_204/3/full/record.json
gpt55,eda_204,3,spicepilot,False,3,15160,0,formal-v1,records/units/gpt55/eda_204/3/spicepilot/record.json,a0f7a9417c02f615328152b6f06ad44a30de57fedd66afe77eafb176531be6a0,formal-v1/units/gpt55/eda_204/3/spicepilot/record.json
gpt55,eda_205,1,analogcoder,False,1,3558,0,formal-v1,records/units/gpt55/eda_205/1/analogcoder/record.json,3556adeb07c5b412c03d531e9cc39fe8d27b63448c666922da197d2e13f25af8,formal-v1/units/gpt55/eda_205/1/analogcoder/record.json
gpt55,eda_205,1,direct,True,2,2377,0,formal-v1,records/units/gpt55/eda_205/1/direct/record.json,23b79835ef8f672bcc9f0e5a2a118a1159157d25764149e6bb36152869b9773d,formal-v1/units/gpt55/eda_205/1/direct/record.json
gpt55,eda_205,1,full,True,3,8518,0,formal-v1,records/units/gpt55/eda_205/1/full/record.json,bfa165904d28f51657c178cf76fc14ba0c739a3ce4b553b46a86c561382ee89d,formal-v1/units/gpt55/eda_205/1/full/record.json
gpt55,eda_205,1,spicepilot,True,2,9772,0,formal-v1,records/units/gpt55/eda_205/1/spicepilot/record.json,245a555fc0d6a089c33a3fa256af563a5263e4e43fa9e6033207cae04b999e00,formal-v1/units/gpt55/eda_205/1/spicepilot/record.json
gpt55,eda_205,2,analogcoder,False,1,3367,0,formal-v1,records/units/gpt55/eda_205/2/analogcoder/record.json,7f7bf51038ebc8910c0b5b265235af7e85409c654c711adfff86615d06f4cba4,formal-v1/units/gpt55/eda_205/2/analogcoder/record.json
gpt55,eda_205,2,direct,True,1,1212,0,formal-v1,records/units/gpt55/eda_205/2/direct/record.json,56b85f6052c719c3710986285dc4539dd4dee647193b925a19bb79fe42b3391a,formal-v1/units/gpt55/eda_205/2/direct/record.json
gpt55,eda_205,2,full,True,3,8272,0,formal-v1,records/units/gpt55/eda_205/2/full/record.json,e1c8f0098199bb2c8fcabca91f23dc0a867b1c4607a2e818d84772cb7d3b4ecb,formal-v1/units/gpt55/eda_205/2/full/record.json
gpt55,eda_205,2,spicepilot,True,1,4966,0,formal-v1,records/units/gpt55/eda_205/2/spicepilot/record.json,e36b7007cf4b0fa6010b2c4b0999c6437b155e9c56a400a2e02551ec26426991,formal-v1/units/gpt55/eda_205/2/spicepilot/record.json
gpt55,eda_205,3,analogcoder,True,1,3414,0,formal-v1,records/units/gpt55/eda_205/3/analogcoder/record.json,0c9090f110ba8f206214252b6e9636f28249456efacf8a309b40bcf79fb0722a,formal-v1/units/gpt55/eda_205/3/analogcoder/record.json
gpt55,eda_205,3,direct,False,3,3780,0,formal-v1,records/units/gpt55/eda_205/3/direct/record.json,d356b98c448857648a83a9644724285b69f560bf22ba49cfd05208dc83310579,formal-v1/units/gpt55/eda_205/3/direct/record.json
gpt55,eda_205,3,full,False,3,8794,0,formal-v1,records/units/gpt55/eda_205/3/full/record.json,1c8aee7b58da6af2bc107c3d55d840ac3b3ef4a9eb74dfc2ca9a0ba52d237aba,formal-v1/units/gpt55/eda_205/3/full/record.json
gpt55,eda_205,3,spicepilot,False,3,14711,0,formal-v1,records/units/gpt55/eda_205/3/spicepilot/record.json,77ff4ad4bbf0a87fd978091d645af91feed485e479efd4f07000fab7f4160037,formal-v1/units/gpt55/eda_205/3/spicepilot/record.json
gpt55,eda_206,1,analogcoder,False,1,3565,0,formal-v1,records/units/gpt55/eda_206/1/analogcoder/record.json,544985c70121737ae835c341e7a73e2a76dd717e47fc88816d86ee3b13dd5cbe,formal-v1/units/gpt55/eda_206/1/analogcoder/record.json
gpt55,eda_206,1,direct,False,3,4038,0,formal-v1,records/units/gpt55/eda_206/1/direct/record.json,182ddda58c169e136d55df24c3a2fb4b5b41d6181bbacc6caa1e93cc1cd68c44,formal-v1/units/gpt55/eda_206/1/direct/record.json
gpt55,eda_206,1,full,False,3,8538,0,formal-v1,records/units/gpt55/eda_206/1/full/record.json,7b96038eb8e7bcec342f5aa311ff57dabf0db114affc7234552769e55f134972,formal-v1/units/gpt55/eda_206/1/full/record.json
gpt55,eda_206,1,spicepilot,False,3,15225,0,formal-v1,records/units/gpt55/eda_206/1/spicepilot/record.json,a819a9ceaf6e351cf22cf6d035cc3a7d980e89eea037593cd7fd0b52c16a5edc,formal-v1/units/gpt55/eda_206/1/spicepilot/record.json
gpt55,eda_206,2,analogcoder,False,1,3701,0,formal-v1,records/units/gpt55/eda_206/2/analogcoder/record.json,54d3edc72c14242b0b26d6572c57ee8e5127ab8421e97c0a8cc4375594827d9e,formal-v1/units/gpt55/eda_206/2/analogcoder/record.json
gpt55,eda_206,2,direct,False,3,4045,0,formal-v1,records/units/gpt55/eda_206/2/direct/record.json,8cf0b3892b7b6c1288a69f250ede75d8cab035a53e73a486393394098f0b9b2c,formal-v1/units/gpt55/eda_206/2/direct/record.json
gpt55,eda_206,2,full,True,2,5025,0,formal-v1,records/units/gpt55/eda_206/2/full/record.json,4dd0109b82eb76c1cca0a572e654667eb4bb504319faa296959c54fb86d56eee,formal-v1/units/gpt55/eda_206/2/full/record.json
gpt55,eda_206,2,spicepilot,False,3,15404,0,formal-v1,records/units/gpt55/eda_206/2/spicepilot/record.json,5a0e4457d0220f86a9f44da09d5b86ae41b23517f07774299b49e6b18eebe339,formal-v1/units/gpt55/eda_206/2/spicepilot/record.json
gpt55,eda_206,3,analogcoder,False,1,3390,0,formal-v1,records/units/gpt55/eda_206/3/analogcoder/record.json,04f96ac74865ad215c611495a76cd35f484c9cec9458dfb179132b727cbc919b,formal-v1/units/gpt55/eda_206/3/analogcoder/record.json
gpt55,eda_206,3,direct,False,3,4015,0,formal-v1,records/units/gpt55/eda_206/3/direct/record.json,64aaaaaacbbcb92a34c4f44124cf4cc65d5b824e61921164741b0f1fc9555605,formal-v1/units/gpt55/eda_206/3/direct/record.json
gpt55,eda_206,3,full,True,1,2337,0,formal-v1,records/units/gpt55/eda_206/3/full/record.json,9ddef7b3e95571a015d6bbff0a138269dd285650066b0b49a9b7ba40fac0c4da,formal-v1/units/gpt55/eda_206/3/full/record.json
gpt55,eda_206,3,spicepilot,False,3,15460,0,formal-v1,records/units/gpt55/eda_206/3/spicepilot/record.json,6aa540e7abce6f68861c22ed74c60eb82efcd84d9286baa24f7ca653b09ef87b,formal-v1/units/gpt55/eda_206/3/spicepilot/record.json
gpt55,eda_207,1,analogcoder,True,1,3253,0,formal-v1,records/units/gpt55/eda_207/1/analogcoder/record.json,c8a4d30db56dc32e0fc161cf96b1a1aa37a24b914957cde8e83d6f32cbceb332,formal-v1/units/gpt55/eda_207/1/analogcoder/record.json
gpt55,eda_207,1,direct,False,3,3377,0,formal-v1,records/units/gpt55/eda_207/1/direct/record.json,f945e7b5d7309ab5543b477b7c585f5151690437d73c1e225df9bd5aec85df44,formal-v1/units/gpt55/eda_207/1/direct/record.json
gpt55,eda_207,1,full,True,2,4770,0,formal-v1,records/units/gpt55/eda_207/1/full/record.json,5fa67b8f5d4a8e157b705e34b7c99d55d5a66540ac676dcabc44dcec8226c1f3,formal-v1/units/gpt55/eda_207/1/full/record.json
gpt55,eda_207,1,spicepilot,True,1,4799,0,formal-v1,records/units/gpt55/eda_207/1/spicepilot/record.json,5b6254c26faa0b888769831d2e38b4747cc37d14de9c748418e8468d2a403921,formal-v1/units/gpt55/eda_207/1/spicepilot/record.json
gpt55,eda_207,2,analogcoder,False,1,3229,0,formal-v1,records/units/gpt55/eda_207/2/analogcoder/record.json,c278df2caabbf787545d14b7938c80e8f0290a96eac8ea43166db9f6c9cda61d,formal-v1/units/gpt55/eda_207/2/analogcoder/record.json
gpt55,eda_207,2,direct,False,3,3377,0,formal-v1,records/units/gpt55/eda_207/2/direct/record.json,23df6df2fc03597dff03d7eee92a9cbfa109585facec44e9c4a5245cf16a22c4,formal-v1/units/gpt55/eda_207/2/direct/record.json
gpt55,eda_207,2,full,True,2,4749,0,formal-v1,records/units/gpt55/eda_207/2/full/record.json,a7ad1dadf5dc2019ff66d06e8199cd8aa613948f9898a70080eb0a09905ed097,formal-v1/units/gpt55/eda_207/2/full/record.json
gpt55,eda_207,2,spicepilot,True,2,9531,0,formal-v1,records/units/gpt55/eda_207/2/spicepilot/record.json,71ab5c83bddfdb1f7d59e0dca7a84ca840b052c7730ce1a470bd8f6af3cd4927,formal-v1/units/gpt55/eda_207/2/spicepilot/record.json
gpt55,eda_207,3,analogcoder,True,1,3213,0,formal-v1,records/units/gpt55/eda_207/3/analogcoder/record.json,1e2033e58636de30ab3974ba4313481e9425e980f5210187b4cd3bb793eb4142,formal-v1/units/gpt55/eda_207/3/analogcoder/record.json
gpt55,eda_207,3,direct,False,3,3382,0,formal-v1,records/units/gpt55/eda_207/3/direct/record.json,3e458a1b68e90501094efe1b199c65fec0555a2b6ae8b58f9c25732567ddee19,formal-v1/units/gpt55/eda_207/3/direct/record.json
gpt55,eda_207,3,full,True,2,4596,0,formal-v1,records/units/gpt55/eda_207/3/full/record.json,2c0ed404f5d45da5c96594ff1cb504cfdecde40c39e5de54f16c467887fdea2f,formal-v1/units/gpt55/eda_207/3/full/record.json
gpt55,eda_207,3,spicepilot,True,1,4771,0,formal-v1,records/units/gpt55/eda_207/3/spicepilot/record.json,9cdc0fb0be51943df31a43a7f9ab9db7dbd8e43239446692ef6b9a81916af9ca,formal-v1/units/gpt55/eda_207/3/spicepilot/record.json
gpt55,eda_208,1,analogcoder,False,1,3576,0,formal-v1,records/units/gpt55/eda_208/1/analogcoder/record.json,b08ca4aaf74ae447ef69548c6252c630593e580e8022b33f56f9c213d6ca1b2c,formal-v1/units/gpt55/eda_208/1/analogcoder/record.json
gpt55,eda_208,1,direct,False,3,3557,0,formal-v1,records/units/gpt55/eda_208/1/direct/record.json,980899c78c8e56a4f582e78ba3ac25bd02acb10179b10a8b2dc9c4b8fff56bc1,formal-v1/units/gpt55/eda_208/1/direct/record.json
gpt55,eda_208,1,full,True,2,5134,0,formal-v1,records/units/gpt55/eda_208/1/full/record.json,e87dd2c2fddbc6f515263d79b478c2ca067941bb2a528820a4be82571ed5afd8,formal-v1/units/gpt55/eda_208/1/full/record.json
gpt55,eda_208,1,spicepilot,True,1,4838,0,formal-v1,records/units/gpt55/eda_208/1/spicepilot/record.json,3ca8241d0e25d91aef6267de52b6e0b2e271a2470d29518717ea3a0db992b1e4,formal-v1/units/gpt55/eda_208/1/spicepilot/record.json
gpt55,eda_208,2,analogcoder,False,1,3423,0,formal-v1,records/units/gpt55/eda_208/2/analogcoder/record.json,fa0466ad8f02300c1fee0d1058733cd006bad96b3bd5a4c8cabc6c8438fdbe3c,formal-v1/units/gpt55/eda_208/2/analogcoder/record.json
gpt55,eda_208,2,direct,False,3,3548,0,formal-v1,records/units/gpt55/eda_208/2/direct/record.json,252a4685c8fb6caa952d487317d109fe1e3424f2695235d4986e15eb5d9d7f82,formal-v1/units/gpt55/eda_208/2/direct/record.json
gpt55,eda_208,2,full,True,2,5165,0,formal-v1,records/units/gpt55/eda_208/2/full/record.json,15fb1e9606dff54447585c9784164f861db2125f9772301bc18c1aff694442d2,formal-v1/units/gpt55/eda_208/2/full/record.json
gpt55,eda_208,2,spicepilot,True,2,9746,0,formal-v1,records/units/gpt55/eda_208/2/spicepilot/record.json,5a66fa53a4882e1b5e584821db5751e642431b1bd26df8eb792c1cb3a06eb82e,formal-v1/units/gpt55/eda_208/2/spicepilot/record.json
gpt55,eda_208,3,analogcoder,False,1,3546,0,formal-v1,records/units/gpt55/eda_208/3/analogcoder/record.json,ce6b8db3ad3cfc0b0bbe6ba63dddf8bd374aa87695e52e7fb26947ffdc152d23,formal-v1/units/gpt55/eda_208/3/analogcoder/record.json
gpt55,eda_208,3,direct,False,3,3545,0,formal-v1,records/units/gpt55/eda_208/3/direct/record.json,36759f34a49bfc271b416a453cc941dfefa9839d4f3762676f81053bbef62b33,formal-v1/units/gpt55/eda_208/3/direct/record.json
gpt55,eda_208,3,full,True,2,5184,0,formal-v1,records/units/gpt55/eda_208/3/full/record.json,5da9b8c7ac09338565a0a655657a8f985195b5664e07332a7c14b00aef5a0d78,formal-v1/units/gpt55/eda_208/3/full/record.json
gpt55,eda_208,3,spicepilot,True,2,9740,0,formal-v1,records/units/gpt55/eda_208/3/spicepilot/record.json,5f1665e106b2847d0b9a40417d47a85c4c0f2f8bba1ce4cc450fe843ae11f923,formal-v1/units/gpt55/eda_208/3/spicepilot/record.json
gpt55,eda_209,1,analogcoder,False,2,8651,0,formal-v1,records/units/gpt55/eda_209/1/analogcoder/record.json,81ab1b0a1520ee3920d46a59b12ceee4eae7d40383f18b5bbb56576b4bca18ac,formal-v1/units/gpt55/eda_209/1/analogcoder/record.json
gpt55,eda_209,1,direct,True,1,1278,0,formal-v1,records/units/gpt55/eda_209/1/direct/record.json,8667732d09a51d8b4f39e34269f35c73bc9ff96036cb8cd30481b8cf6ffb3dc9,formal-v1/units/gpt55/eda_209/1/direct/record.json
gpt55,eda_209,1,full,True,1,2437,0,formal-v1,records/units/gpt55/eda_209/1/full/record.json,b2d9fcc2631b8ae5f5f9bef4d7dd571d59995183dfe188dc14881c7ba956b7d2,formal-v1/units/gpt55/eda_209/1/full/record.json
gpt55,eda_209,1,spicepilot,False,3,15106,0,formal-v1,records/units/gpt55/eda_209/1/spicepilot/record.json,a8528fa8712a9456b4de67a6c431521620b858c7389989da702653a361fce14a,formal-v1/units/gpt55/eda_209/1/spicepilot/record.json
gpt55,eda_209,2,analogcoder,False,3,13438,0,formal-v1,records/units/gpt55/eda_209/2/analogcoder/record.json,f7c510ee9d8f500016103588a0a6b0c27eee734cee6cee6bca66620e7b8432ae,formal-v1/units/gpt55/eda_209/2/analogcoder/record.json
gpt55,eda_209,2,direct,False,3,3762,0,formal-v1,records/units/gpt55/eda_209/2/direct/record.json,76af8d3b4b8a906645321ea9c56cfdbfc6358946a21209c3c03662130718b3b2,formal-v1/units/gpt55/eda_209/2/direct/record.json
gpt55,eda_209,2,full,True,1,2378,0,formal-v1,records/units/gpt55/eda_209/2/full/record.json,79da3b8707e23ce31d72567112b08bb672e548a2d9ff765ce4df801512861a6f,formal-v1/units/gpt55/eda_209/2/full/record.json
gpt55,eda_209,2,spicepilot,False,3,15261,0,formal-v1,records/units/gpt55/eda_209/2/spicepilot/record.json,2f232ec847a78d9321fbd65db43cedf88134b05565bc206f194a71054cbb1a20,formal-v1/units/gpt55/eda_209/2/spicepilot/record.json
gpt55,eda_209,3,analogcoder,True,3,13515,0,formal-v1,records/units/gpt55/eda_209/3/analogcoder/record.json,3634f0b4b29c9d64456eddacff319ffe192e67db45d6c5882f9dd60687a4e0ab,formal-v1/units/gpt55/eda_209/3/analogcoder/record.json
gpt55,eda_209,3,direct,True,2,2505,0,formal-v1,records/units/gpt55/eda_209/3/direct/record.json,afc0f1114e63caa43a03bb9e86cd27946f375cced1370a8f714b01cdc3b93c20,formal-v1/units/gpt55/eda_209/3/direct/record.json
gpt55,eda_209,3,full,True,1,2414,0,formal-v1,records/units/gpt55/eda_209/3/full/record.json,0d109f02239ea117ee2123e04f62508b0b969222762d6c3d6f2283fc02d39154,formal-v1/units/gpt55/eda_209/3/full/record.json
gpt55,eda_209,3,spicepilot,False,3,15241,0,formal-v1,records/units/gpt55/eda_209/3/spicepilot/record.json,a7669a99bb624232907b432a71dbf997bf7c8457ef60e9916336e6e582c93a46,formal-v1/units/gpt55/eda_209/3/spicepilot/record.json
gpt55,eda_210,1,analogcoder,True,1,3554,0,formal-v1,records/units/gpt55/eda_210/1/analogcoder/record.json,38a2e418c376bb9217ef3fbc8f03156f519e95f9fea52d16331fba61db572d9d,formal-v1/units/gpt55/eda_210/1/analogcoder/record.json
gpt55,eda_210,1,direct,True,1,1202,0,formal-v1,records/units/gpt55/eda_210/1/direct/record.json,007e2f00758a1b5645041898dd75c0f8b686a237085bf95aebbde2e1dc40e8b9,formal-v1/units/gpt55/eda_210/1/direct/record.json
gpt55,eda_210,1,full,True,1,2273,0,formal-v1,records/units/gpt55/eda_210/1/full/record.json,5f3b374c6a1d42cbce8ef62534833a91a11a65f7759f04d6e078212adaad8660,formal-v1/units/gpt55/eda_210/1/full/record.json
gpt55,eda_210,1,spicepilot,True,2,9853,0,formal-v1,records/units/gpt55/eda_210/1/spicepilot/record.json,7c6c760a4ff1cd656d7a2d2178d512e81c1fb91c65be2d8b4f9f33b2583b880a,formal-v1/units/gpt55/eda_210/1/spicepilot/record.json
gpt55,eda_210,2,analogcoder,False,1,3621,0,formal-v1,records/units/gpt55/eda_210/2/analogcoder/record.json,32202b981387287f05463c2995a4cef1705e98a44303ad31edd2a7e7f50afb20,formal-v1/units/gpt55/eda_210/2/analogcoder/record.json
gpt55,eda_210,2,direct,True,1,1204,0,formal-v1,records/units/gpt55/eda_210/2/direct/record.json,89aa2689954dee13b4910746c8973865e05a4bcb3af50eeff8c041c8743b00b1,formal-v1/units/gpt55/eda_210/2/direct/record.json
gpt55,eda_210,2,full,False,3,8323,0,formal-v1,records/units/gpt55/eda_210/2/full/record.json,b845a920d1e4d5fd8f176d964040226d142b34647aa95e74ad211b45a1dd39cc,formal-v1/units/gpt55/eda_210/2/full/record.json
