model,task,repeat,arm,passed,source,exposure,generation_calls,generation_tokens_known,preparation_calls_required,preparation_tokens_required,attempts,first_attempt_pass,failure_stage,finite_measurement,relative_deviation,numerical_loss,simulator_logs_retained,record
v4,eda_210,1,no_preparation,False,routing-fix-v1,new_task,3,4109,0,0,3,False,parse,False,,1,0,records/units/v4/eda_210/1/no_preparation/record.json
v4,eda_210,1,no_cleanup,False,routing-fix-v1,new_task,3,12613,4,2675,3,False,specification,True,0.14533454333333332,0.14533454333333332,4,records/units/v4/eda_210/1/no_cleanup/record.json
v4,eda_210,1,equal_call,True,routing-fix-v1,new_task,3,19659,4,2675,3,False,,True,0.057674353333333254,0.057674353333333254,2,records/units/v4/eda_210/1/equal_call/record.json
v4,eda_210,1,no_family_prompts,False,routing-fix-v1,new_task,3,7466,4,2675,3,False,specification,True,0.9999999973723241,0.9999999973723241,6,records/units/v4/eda_210/1/no_family_prompts/record.json
v4,eda_210,1,no_grounding,True,routing-fix-v1,new_task,1,2487,4,2675,1,True,,True,0.029543883333333347,0.029543883333333347,2,records/units/v4/eda_210/1/no_grounding/record.json
v4,eda_210,3,full,True,routing-fix-v1,new_task,3,11766,4,2694,3,False,,True,0.010567875000000072,0.010567875000000072,4,records/units/v4/eda_210/3/full/record.json
v4,eda_210,3,no_preparation,True,routing-fix-v1,new_task,2,3630,0,0,2,False,,True,0.10297425000000004,0.10297425000000004,2,records/units/v4/eda_210/3/no_preparation/record.json
v4,eda_210,3,no_cleanup,True,routing-fix-v1,new_task,1,1955,4,2694,1,True,,True,0.05687446833333336,0.05687446833333336,2,records/units/v4/eda_210/3/no_cleanup/record.json
v4,eda_210,3,equal_call,False,routing-fix-v1,new_task,3,9479,4,2694,3,False,generation,False,,1,0,records/units/v4/eda_210/3/equal_call/record.json
v4,eda_210,3,no_family_prompts,False,routing-fix-v1,new_task,3,6899,4,2694,3,False,simulation,False,,1,4,records/units/v4/eda_210/3/no_family_prompts/record.json
v4,eda_210,3,no_grounding,True,routing-fix-v1,new_task,1,2147,4,2694,1,True,,True,0.08925380166666658,0.08925380166666658,2,records/units/v4/eda_210/3/no_grounding/record.json
v4,eda_210,2,full,True,routing-fix-v1,new_task,1,2320,4,2958,1,True,,True,0.027696450000000022,0.027696450000000022,2,records/units/v4/eda_210/2/full/record.json
v4,eda_210,2,no_preparation,True,routing-fix-v1,new_task,1,1320,0,0,1,True,,True,0.057674353333333254,0.057674353333333254,2,records/units/v4/eda_210/2/no_preparation/record.json
v4,eda_210,2,no_cleanup,False,routing-fix-v1,new_task,3,8344,4,2958,3,False,specification,True,0.8385371886666666,0.8385371886666666,6,records/units/v4/eda_210/2/no_cleanup/record.json
v4,eda_210,2,equal_call,False,routing-fix-v1,new_task,1,2720,4,2958,1,False,specification,True,5.245158666666667,1,2,records/units/v4/eda_210/2/equal_call/record.json
v4,eda_210,2,no_family_prompts,True,routing-fix-v1,new_task,2,4260,4,2958,2,False,,True,0.08925380166666658,0.08925380166666658,4,records/units/v4/eda_210/2/no_family_prompts/record.json
v4,eda_210,2,no_grounding,False,routing-fix-v1,new_task,3,6597,4,2958,3,False,specification,True,1.9545480833333333,1,6,records/units/v4/eda_210/2/no_grounding/record.json
v4,eda_203,1,full,False,routing-fix-v1,new_task,3,7998,4,3062,3,False,parse,False,,1,0,records/units/v4/eda_203/1/full/record.json
v4,eda_203,1,no_preparation,False,routing-fix-v1,new_task,3,5866,0,0,3,False,specification,True,0.116841434,0.116841434,4,records/units/v4/eda_203/1/no_preparation/record.json
v4,eda_203,1,no_cleanup,False,routing-fix-v1,new_task,3,8158,4,3062,3,False,specification,True,0.17207988200000007,0.17207988200000007,4,records/units/v4/eda_203/1/no_cleanup/record.json
v4,eda_203,1,equal_call,False,routing-fix-v1,new_task,3,7226,4,3062,3,False,parse,False,,1,0,records/units/v4/eda_203/1/equal_call/record.json
v4,eda_203,1,no_family_prompts,False,routing-fix-v1,new_task,3,6199,4,3062,3,False,specification,True,0.31310907200000004,0.31310907200000004,2,records/units/v4/eda_203/1/no_family_prompts/record.json
v4,eda_203,1,no_grounding,False,routing-fix-v1,new_task,3,7778,4,3062,3,False,specification,True,0.022448997999999953,0.022448997999999953,2,records/units/v4/eda_203/1/no_grounding/record.json
v4,eda_203,3,full,False,routing-fix-v1,new_task,3,8013,4,3342,3,False,specification,True,0.9404236149999999,0.9404236149999999,4,records/units/v4/eda_203/3/full/record.json
v4,eda_203,3,no_preparation,False,routing-fix-v1,new_task,3,5776,0,0,3,False,specification,True,0.9863791470200001,0.9863791470200001,2,records/units/v4/eda_203/3/no_preparation/record.json
v4,eda_203,3,no_cleanup,False,routing-fix-v1,new_task,3,8705,4,3342,3,False,specification,True,0.31310907200000004,0.31310907200000004,2,records/units/v4/eda_203/3/no_cleanup/record.json
v4,eda_203,3,equal_call,False,routing-fix-v1,new_task,3,7373,4,3342,3,False,parse,False,,1,0,records/units/v4/eda_203/3/equal_call/record.json
v4,eda_203,3,no_family_prompts,False,routing-fix-v1,new_task,3,6233,4,3342,3,False,specification,True,0.31310907200000004,0.31310907200000004,2,records/units/v4/eda_203/3/no_family_prompts/record.json
v4,eda_203,3,no_grounding,False,routing-fix-v1,new_task,3,7897,4,3342,3,False,specification,True,0.342097048,0.342097048,4,records/units/v4/eda_203/3/no_grounding/record.json
v4,eda_203,2,full,False,routing-fix-v1,new_task,3,7838,4,3117,3,False,parse,False,,1,0,records/units/v4/eda_203/2/full/record.json
v4,eda_203,2,no_preparation,False,routing-fix-v1,new_task,3,6254,0,0,3,False,simulation,False,,1,4,records/units/v4/eda_203/2/no_preparation/record.json
v4,eda_203,2,no_cleanup,False,routing-fix-v1,new_task,3,8143,4,3117,3,False,specification,True,0.420697598,0.420697598,2,records/units/v4/eda_203/2/no_cleanup/record.json
v4,eda_203,2,equal_call,False,routing-fix-v1,new_task,3,7082,4,3117,3,False,parse,False,,1,0,records/units/v4/eda_203/2/equal_call/record.json
v4,eda_203,2,no_family_prompts,False,routing-fix-v1,new_task,3,6128,4,3117,3,False,specification,True,0.99628355558,0.99628355558,2,records/units/v4/eda_203/2/no_family_prompts/record.json
v4,eda_203,2,no_grounding,False,routing-fix-v1,new_task,3,7724,4,3117,3,False,parse,False,,1,0,records/units/v4/eda_203/2/no_grounding/record.json
v4,eda_009,1,full,True,routing-fix-v1,development,1,1470,4,2659,1,True,,True,0.008070207996446697,0.008070207996446697,1,records/units/v4/eda_009/1/full/record.json
v4,eda_009,1,no_preparation,True,routing-fix-v1,development,1,1064,0,0,1,True,,True,0.008070207996446697,0.008070207996446697,1,records/units/v4/eda_009/1/no_preparation/record.json
v4,eda_009,1,no_cleanup,True,routing-fix-v1,development,1,1470,4,2659,1,True,,True,0.008070207996446697,0.008070207996446697,1,records/units/v4/eda_009/1/no_cleanup/record.json
v4,eda_009,1,equal_call,True,routing-fix-v1,development,1,1470,4,2659,1,True,,True,0.008070207996446697,0.008070207996446697,1,records/units/v4/eda_009/1/equal_call/record.json
v4,eda_009,1,no_family_prompts,True,routing-fix-v1,development,1,1412,4,2659,1,True,,True,0.0028106690733289952,0.0028106690733289952,1,records/units/v4/eda_009/1/no_family_prompts/record.json
v4,eda_009,1,no_grounding,True,routing-fix-v1,development,1,1452,4,2659,1,True,,True,0.008070207996446697,0.008070207996446697,1,records/units/v4/eda_009/1/no_grounding/record.json
v4,eda_009,3,full,True,routing-fix-v1,development,1,1440,4,2640,1,True,,True,0.008070207996446697,0.008070207996446697,1,records/units/v4/eda_009/3/full/record.json
v4,eda_009,3,no_preparation,True,routing-fix-v1,development,1,1064,0,0,1,True,,True,0.0014826816520018156,0.0014826816520018156,1,records/units/v4/eda_009/3/no_preparation/record.json
v4,eda_009,3,no_cleanup,True,routing-fix-v1,development,1,1440,4,2640,1,True,,True,0.008070207996446697,0.008070207996446697,1,records/units/v4/eda_009/3/no_cleanup/record.json
v4,eda_009,3,equal_call,True,routing-fix-v1,development,1,1440,4,2640,1,True,,True,0.008070207996446697,0.008070207996446697,1,records/units/v4/eda_009/3/equal_call/record.json
v4,eda_009,3,no_family_prompts,True,routing-fix-v1,development,1,1371,4,2640,1,True,,True,0.0063988858407091126,0.0063988858407091126,1,records/units/v4/eda_009/3/no_family_prompts/record.json
v4,eda_009,3,no_grounding,True,routing-fix-v1,development,1,1422,4,2640,1,True,,True,0.008070207996446697,0.008070207996446697,1,records/units/v4/eda_009/3/no_grounding/record.json
v4,eda_009,2,full,True,routing-fix-v1,development,1,1461,4,2649,1,True,,True,0.008070207996446697,0.008070207996446697,1,records/units/v4/eda_009/2/full/record.json
v4,eda_009,2,no_preparation,True,routing-fix-v1,development,1,1064,0,0,1,True,,True,0.008070207996446697,0.008070207996446697,1,records/units/v4/eda_009/2/no_preparation/record.json
v4,eda_009,2,no_cleanup,True,routing-fix-v1,development,1,1461,4,2649,1,True,,True,0.008070207996446697,0.008070207996446697,1,records/units/v4/eda_009/2/no_cleanup/record.json
v4,eda_009,2,equal_call,True,routing-fix-v1,development,1,1461,4,2649,1,True,,True,0.008070207996446697,0.008070207996446697,1,records/units/v4/eda_009/2/equal_call/record.json
v4,eda_009,2,no_family_prompts,True,routing-fix-v1,development,1,1384,4,2649,1,True,,True,0.0028106690733289952,0.0028106690733289952,1,records/units/v4/eda_009/2/no_family_prompts/record.json
v4,eda_009,2,no_grounding,True,routing-fix-v1,development,1,1443,4,2649,1,True,,True,0.008070207996446697,0.008070207996446697,1,records/units/v4/eda_009/2/no_grounding/record.json
v4,eda_204,1,full,False,routing-fix-v1,new_task,3,9608,4,2950,3,False,specification,True,0.597736676,0.597736676,4,records/units/v4/eda_204/1/full/record.json
v4,eda_204,1,no_preparation,False,routing-fix-v1,new_task,3,6684,0,0,3,False,simulation,False,,1,4,records/units/v4/eda_204/1/no_preparation/record.json
v4,eda_204,1,no_cleanup,False,routing-fix-v1,new_task,3,9801,4,2950,3,False,specification,True,0.8909998152,0.8909998152,4,records/units/v4/eda_204/1/no_cleanup/record.json
v4,eda_204,1,equal_call,False,routing-fix-v1,new_task,3,8444,4,2950,3,False,parse,False,,1,0,records/units/v4/eda_204/1/equal_call/record.json
v4,eda_204,1,no_family_prompts,False,routing-fix-v1,new_task,3,7835,4,2950,3,False,specification,True,2.000198912,1,4,records/units/v4/eda_204/1/no_family_prompts/record.json
v4,eda_204,1,no_grounding,False,routing-fix-v1,new_task,3,9473,4,2950,3,False,specification,True,0.8966306688,0.8966306688,4,records/units/v4/eda_204/1/no_grounding/record.json
v4,eda_204,3,full,False,routing-fix-v1,new_task,3,8994,4,2732,3,False,specification,True,0.67203248,0.67203248,4,records/units/v4/eda_204/3/full/record.json
v4,eda_204,3,no_preparation,False,routing-fix-v1,new_task,3,6375,0,0,3,False,specification,True,0.8428106576000001,0.8428106576000001,4,records/units/v4/eda_204/3/no_preparation/record.json
v4,eda_204,3,no_cleanup,False,routing-fix-v1,new_task,3,9130,4,2732,3,False,specification,True,0.55712398,0.55712398,4,records/units/v4/eda_204/3/no_cleanup/record.json
v4,eda_204,3,equal_call,False,routing-fix-v1,new_task,3,7880,4,2732,3,False,parse,False,,1,0,records/units/v4/eda_204/3/equal_call/record.json
v4,eda_204,3,no_family_prompts,True,routing-fix-v1,new_task,3,7282,4,2732,3,False,,True,0.07266782000000006,0.07266782000000006,4,records/units/v4/eda_204/3/no_family_prompts/record.json
v4,eda_204,3,no_grounding,False,routing-fix-v1,new_task,3,8903,4,2732,3,False,specification,True,0.9172679632,0.9172679632,4,records/units/v4/eda_204/3/no_grounding/record.json
v4,eda_204,2,full,True,routing-fix-v1,new_task,2,6084,4,3101,2,False,,True,0.05787963599999998,0.05787963599999998,2,records/units/v4/eda_204/2/full/record.json
v4,eda_204,2,no_preparation,False,routing-fix-v1,new_task,3,6353,0,0,3,False,specification,True,0.816813176,0.816813176,4,records/units/v4/eda_204/2/no_preparation/record.json
v4,eda_204,2,no_cleanup,False,routing-fix-v1,new_task,3,10087,4,3101,3,False,specification,True,0.99219952848,0.99219952848,4,records/units/v4/eda_204/2/no_cleanup/record.json
v4,eda_204,2,equal_call,False,routing-fix-v1,new_task,2,5743,4,3101,2,False,parse,False,,1,0,records/units/v4/eda_204/2/equal_call/record.json
v4,eda_204,2,no_family_prompts,False,routing-fix-v1,new_task,3,7786,4,3101,3,False,specification,True,0.6425824339999999,0.6425824339999999,2,records/units/v4/eda_204/2/no_family_prompts/record.json
v4,eda_204,2,no_grounding,False,routing-fix-v1,new_task,3,9678,4,3101,3,False,specification,True,3.21636008,1,4,records/units/v4/eda_204/2/no_grounding/record.json
v4,eda_007,1,full,False,routing-fix-v1,development,3,7652,4,2735,3,False,specification,True,0.8826944649999999,0.8826944649999999,6,records/units/v4/eda_007/1/full/record.json
v4,eda_007,1,no_preparation,True,routing-fix-v1,development,2,3498,0,0,2,False,,True,0.14465459099999994,0.14465459099999994,4,records/units/v4/eda_007/1/no_preparation/record.json
v4,eda_007,1,no_cleanup,False,routing-fix-v1,development,3,7652,4,2735,3,False,specification,True,0.7008761659999999,0.7008761659999999,6,records/units/v4/eda_007/1/no_cleanup/record.json
v4,eda_007,1,equal_call,False,routing-fix-v1,development,3,6756,4,2735,3,False,specification,True,0.619058555,0.619058555,6,records/units/v4/eda_007/1/equal_call/record.json
v4,eda_007,1,no_family_prompts,False,routing-fix-v1,development,3,5996,4,2735,3,False,specification,True,0.29929369999999994,0.29929369999999994,6,records/units/v4/eda_007/1/no_family_prompts/record.json
v4,eda_007,1,no_grounding,False,routing-fix-v1,development,3,7511,4,2735,3,False,specification,True,0.8281763639999999,0.8281763639999999,6,records/units/v4/eda_007/1/no_grounding/record.json
v4,eda_007,3,full,False,routing-fix-v1,development,3,7755,4,2771,3,False,specification,True,0.9688570166,0.9688570166,6,records/units/v4/eda_007/3/full/record.json
v4,eda_007,3,no_preparation,False,routing-fix-v1,development,3,5803,0,0,3,False,specification,True,0.510324808,0.510324808,6,records/units/v4/eda_007/3/no_preparation/record.json
v4,eda_007,3,no_cleanup,False,routing-fix-v1,development,3,8048,4,2771,3,False,specification,True,0.8281763639999999,0.8281763639999999,6,records/units/v4/eda_007/3/no_cleanup/record.json
v4,eda_007,3,equal_call,False,routing-fix-v1,development,3,6858,4,2771,3,False,specification,True,1.0484761294,1,2,records/units/v4/eda_007/3/equal_call/record.json
v4,eda_007,3,no_family_prompts,False,routing-fix-v1,development,3,5682,4,2771,3,False,specification,True,1.0245188857,1,6,records/units/v4/eda_007/3/no_family_prompts/record.json
v4,eda_007,3,no_grounding,False,routing-fix-v1,development,3,7706,4,2771,3,False,specification,True,0.9688522868,0.9688522868,6,records/units/v4/eda_007/3/no_grounding/record.json
v4,eda_007,2,full,False,routing-fix-v1,development,3,7455,4,2760,3,False,specification,True,0.8699455309999999,0.8699455309999999,6,records/units/v4/eda_007/2/full/record.json
v4,eda_007,2,no_preparation,False,routing-fix-v1,development,3,5724,0,0,3,False,specification,True,0.757531623,0.757531623,6,records/units/v4/eda_007/2/no_preparation/record.json
v4,eda_007,2,no_cleanup,False,routing-fix-v1,development,3,7455,4,2760,3,False,specification,True,0.8699455309999999,0.8699455309999999,6,records/units/v4/eda_007/2/no_cleanup/record.json
v4,eda_007,2,equal_call,True,routing-fix-v1,development,3,6688,4,2760,3,False,,True,0.21460209800000002,0.21460209800000002,4,records/units/v4/eda_007/2/equal_call/record.json
v4,eda_007,2,no_family_prompts,True,routing-fix-v1,development,2,3456,4,2760,2,False,,True,0.12314434999999993,0.12314434999999993,4,records/units/v4/eda_007/2/no_family_prompts/record.json
v4,eda_007,2,no_grounding,False,routing-fix-v1,development,3,7536,4,2760,3,False,specification,True,0.9688570166,0.9688570166,6,records/units/v4/eda_007/2/no_grounding/record.json
v4,eda_006,1,full,True,routing-fix-v1,development,3,6731,4,2608,3,False,,True,0.00023644545454537536,0.00023644545454537536,5,records/units/v4/eda_006/1/full/record.json
v4,eda_006,1,no_preparation,False,routing-fix-v1,development,3,5416,0,0,3,False,specification,True,0.30281923727272725,0.30281923727272725,6,records/units/v4/eda_006/1/no_preparation/record.json
v4,eda_006,1,no_cleanup,True,routing-fix-v1,development,3,6949,4,2608,3,False,,True,0.00023644545454537536,0.00023644545454537536,5,records/units/v4/eda_006/1/no_cleanup/record.json
v4,eda_006,1,equal_call,True,routing-fix-v1,development,3,6131,4,2608,3,True,,True,0.00024231818181826142,0.00024231818181826142,4,records/units/v4/eda_006/1/equal_call/record.json
v4,eda_006,1,no_family_prompts,False,routing-fix-v1,development,3,5066,4,2608,3,False,specification,True,0.916545332,0.916545332,6,records/units/v4/eda_006/1/no_family_prompts/record.json
v4,eda_006,1,no_grounding,True,routing-fix-v1,development,1,2296,4,2608,1,True,,True,0.00024231818181826142,0.00024231818181826142,1,records/units/v4/eda_006/1/no_grounding/record.json
v4,eda_006,3,full,True,routing-fix-v1,development,1,1984,4,2853,1,True,,True,0.00025710909090906597,0.00025710909090906597,1,records/units/v4/eda_006/3/full/record.json
v4,eda_006,3,no_preparation,False,routing-fix-v1,development,3,5416,0,0,3,False,specification,True,0.30281923727272725,0.30281923727272725,6,records/units/v4/eda_006/3/no_preparation/record.json
v4,eda_006,3,no_cleanup,True,routing-fix-v1,development,1,1983,4,2853,1,True,,True,0.00025710909090906597,0.00025710909090906597,1,records/units/v4/eda_006/3/no_cleanup/record.json
v4,eda_006,3,equal_call,True,routing-fix-v1,development,1,1983,4,2853,1,True,,True,0.00025710909090906597,0.00025710909090906597,1,records/units/v4/eda_006/3/equal_call/record.json
v4,eda_006,3,no_family_prompts,True,routing-fix-v1,development,2,3502,4,2853,2,False,,True,0.00025710909090906597,0.00025710909090906597,3,records/units/v4/eda_006/3/no_family_prompts/record.json
v4,eda_006,3,no_grounding,True,routing-fix-v1,development,1,1958,4,2853,1,True,,True,0.00024231818181826142,0.00024231818181826142,1,records/units/v4/eda_006/3/no_grounding/record.json
v4,eda_006,2,full,True,routing-fix-v1,development,1,1985,4,2493,1,True,,True,0.00025269090909092864,0.00025269090909092864,1,records/units/v4/eda_006/2/full/record.json
v4,eda_006,2,no_preparation,False,routing-fix-v1,development,3,5961,0,0,3,False,specification,True,0.9999976922653545,0.9999976922653545,6,records/units/v4/eda_006/2/no_preparation/record.json
v4,eda_006,2,no_cleanup,True,routing-fix-v1,development,3,6761,4,2493,3,False,,True,0.00025710909090906597,0.00025710909090906597,5,records/units/v4/eda_006/2/no_cleanup/record.json
v4,eda_006,2,equal_call,False,routing-fix-v1,development,1,1964,4,2493,1,False,specification,True,0.9091125255454545,0.9091125255454545,2,records/units/v4/eda_006/2/equal_call/record.json
v4,eda_006,2,no_family_prompts,True,routing-fix-v1,development,2,3419,4,2493,2,False,,True,0.0002250454545453806,0.0002250454545453806,3,records/units/v4/eda_006/2/no_family_prompts/record.json
v4,eda_006,2,no_grounding,True,routing-fix-v1,development,1,2043,4,2493,1,True,,True,0.00022660000000000608,0.00022660000000000608,1,records/units/v4/eda_006/2/no_grounding/record.json
v4,eda_008,1,full,True,routing-fix-v1,development,1,2291,4,2777,1,True,,True,0.0043997459999999934,0.0043997459999999934,1,records/units/v4/eda_008/1/full/record.json
v4,eda_008,1,no_preparation,True,routing-fix-v1,development,2,3336,0,0,2,False,,True,0.008600555000000015,0.008600555000000015,3,records/units/v4/eda_008/1/no_preparation/record.json
v4,eda_008,1,no_cleanup,True,routing-fix-v1,development,1,2259,4,2777,1,True,,True,0.00469032900000002,0.00469032900000002,1,records/units/v4/eda_008/1/no_cleanup/record.json
v4,eda_008,1,equal_call,False,routing-fix-v1,development,1,2311,4,2777,1,False,specification,True,0.9029979759,0.9029979759,2,records/units/v4/eda_008/1/equal_call/record.json
v4,eda_008,1,no_family_prompts,False,routing-fix-v1,development,3,7219,4,2777,3,False,specification,True,0.9999999925310158,0.9999999925310158,6,records/units/v4/eda_008/1/no_family_prompts/record.json
v4,eda_008,1,no_grounding,False,routing-fix-v1,development,3,7656,4,2777,3,False,specification,True,0.9029990441,0.9029990441,4,records/units/v4/eda_008/1/no_grounding/record.json
v4,eda_008,3,full,True,routing-fix-v1,development,1,2319,4,2837,1,True,,True,0.017686206999999995,0.017686206999999995,1,records/units/v4/eda_008/3/full/record.json
v4,eda_008,3,no_preparation,True,routing-fix-v1,development,1,1767,0,0,1,True,,True,0.008479578999999973,0.008479578999999973,1,records/units/v4/eda_008/3/no_preparation/record.json
v4,eda_008,3,no_cleanup,True,routing-fix-v1,development,1,2574,4,2837,1,True,,True,0.004581548000000026,0.004581548000000026,1,records/units/v4/eda_008/3/no_cleanup/record.json
v4,eda_008,3,equal_call,True,routing-fix-v1,development,1,2229,4,2837,1,True,,True,0.004709620999999942,0.004709620999999942,1,records/units/v4/eda_008/3/equal_call/record.json
v4,eda_008,3,no_family_prompts,False,routing-fix-v1,development,3,6872,4,2837,3,False,specification,True,0.9999999961201366,0.9999999961201366,6,records/units/v4/eda_008/3/no_family_prompts/record.json
v4,eda_008,3,no_grounding,True,routing-fix-v1,development,1,2208,4,2837,1,True,,True,0.008479578000000033,0.008479578000000033,1,records/units/v4/eda_008/3/no_grounding/record.json
v4,eda_008,2,full,False,routing-fix-v1,development,3,7339,4,2935,3,False,specification,True,0.865748356,0.865748356,6,records/units/v4/eda_008/2/full/record.json
v4,eda_008,2,no_preparation,False,routing-fix-v1,development,3,7335,0,0,3,False,specification,True,0.9517823606,0.9517823606,6,records/units/v4/eda_008/2/no_preparation/record.json
v4,eda_008,2,no_cleanup,False,routing-fix-v1,development,3,7258,4,2935,3,False,specification,True,1.0662326197,1,6,records/units/v4/eda_008/2/no_cleanup/record.json
v4,eda_008,2,equal_call,False,routing-fix-v1,development,3,6779,4,2935,3,False,specification,True,0.999959660488,0.999959660488,6,records/units/v4/eda_008/2/equal_call/record.json
v4,eda_008,2,no_family_prompts,True,routing-fix-v1,development,2,3844,4,2935,2,False,,True,0.017538694999999934,0.017538694999999934,3,records/units/v4/eda_008/2/no_family_prompts/record.json
v4,eda_008,2,no_grounding,True,routing-fix-v1,development,2,5004,4,2935,2,False,,True,0.017302391999999996,0.017302391999999996,3,records/units/v4/eda_008/2/no_grounding/record.json
v4,eda_037,1,full,True,routing-fix-v1,development,1,1957,4,2884,1,True,,True,0.05355818000000005,0.05355818000000005,1,records/units/v4/eda_037/1/full/record.json
v4,eda_037,1,no_preparation,True,routing-fix-v1,development,1,1384,0,0,1,True,,True,0.0983056999999999,0.0983056999999999,1,records/units/v4/eda_037/1/no_preparation/record.json
v4,eda_037,1,no_cleanup,True,routing-fix-v1,development,1,1955,4,2884,1,True,,True,0.00965488000000004,0.00965488000000004,1,records/units/v4/eda_037/1/no_cleanup/record.json
v4,eda_037,1,equal_call,True,routing-fix-v1,development,1,1942,4,2884,1,True,,True,0.00965488000000004,0.00965488000000004,1,records/units/v4/eda_037/1/equal_call/record.json
v4,eda_037,1,no_family_prompts,True,routing-fix-v1,development,1,1754,4,2884,1,True,,True,0.01483028500000004,0.01483028500000004,1,records/units/v4/eda_037/1/no_family_prompts/record.json
v4,eda_037,1,no_grounding,True,routing-fix-v1,development,1,2198,4,2884,1,True,,True,0.008851910000000004,0.008851910000000004,1,records/units/v4/eda_037/1/no_grounding/record.json
v4,eda_037,3,full,True,routing-fix-v1,development,1,2245,4,3355,1,True,,True,0.08595273999999989,0.08595273999999989,1,records/units/v4/eda_037/3/full/record.json
v4,eda_037,3,no_preparation,True,routing-fix-v1,development,1,1605,0,0,1,True,,True,0.001755099999999933,0.001755099999999933,1,records/units/v4/eda_037/3/no_preparation/record.json
v4,eda_037,3,no_cleanup,True,routing-fix-v1,development,1,2423,4,3355,1,True,,True,0.0017429350000000565,0.0017429350000000565,1,records/units/v4/eda_037/3/no_cleanup/record.json
v4,eda_037,3,equal_call,True,routing-fix-v1,development,1,2365,4,3355,1,True,,True,0.0018025399999999775,0.0018025399999999775,1,records/units/v4/eda_037/3/equal_call/record.json
v4,eda_037,3,no_family_prompts,True,routing-fix-v1,development,2,4492,4,3355,2,False,,True,0.085351195,0.085351195,3,records/units/v4/eda_037/3/no_family_prompts/record.json
v4,eda_037,3,no_grounding,True,routing-fix-v1,development,3,9594,4,3355,3,False,,True,0.008255799999999994,0.008255799999999994,3,records/units/v4/eda_037/3/no_grounding/record.json
v4,eda_037,2,full,True,routing-fix-v1,development,1,2128,4,2974,1,True,,True,0.00965488000000004,0.00965488000000004,1,records/units/v4/eda_037/2/full/record.json
v4,eda_037,2,no_preparation,True,routing-fix-v1,development,1,1633,0,0,1,True,,True,0.02586176499999992,0.02586176499999992,1,records/units/v4/eda_037/2/no_preparation/record.json
v4,eda_037,2,no_cleanup,True,routing-fix-v1,development,1,2173,4,2974,1,True,,True,0.10090304500000001,0.10090304500000001,1,records/units/v4/eda_037/2/no_cleanup/record.json
v4,eda_037,2,equal_call,True,routing-fix-v1,development,1,2177,4,2974,1,True,,True,0.141201845,0.141201845,1,records/units/v4/eda_037/2/equal_call/record.json
v4,eda_037,2,no_family_prompts,False,routing-fix-v1,development,3,7076,4,2974,3,False,specification,True,0.559868875,0.559868875,6,records/units/v4/eda_037/2/no_family_prompts/record.json
v4,eda_037,2,no_grounding,True,routing-fix-v1,development,1,2326,4,2974,1,True,,True,0.00965488000000004,0.00965488000000004,1,records/units/v4/eda_037/2/no_grounding/record.json
v4,eda_205,1,full,False,routing-fix-v1,new_task,3,6681,4,2797,3,False,specification,True,0.35777025089580466,0.35777025089580466,9,records/units/v4/eda_205/1/full/record.json
v4,eda_205,1,no_preparation,False,routing-fix-v1,new_task,3,5177,0,0,3,False,specification,True,1.062947127293798,1,9,records/units/v4/eda_205/1/no_preparation/record.json
v4,eda_205,1,no_cleanup,True,routing-fix-v1,new_task,3,6687,4,2797,3,False,,True,0.09254284488646237,0.09254284488646237,8,records/units/v4/eda_205/1/no_cleanup/record.json
v4,eda_205,1,equal_call,False,routing-fix-v1,new_task,3,5759,4,2797,3,False,specification,True,0.35777025089580466,0.35777025089580466,9,records/units/v4/eda_205/1/equal_call/record.json
v4,eda_205,1,no_family_prompts,False,routing-fix-v1,new_task,3,6671,4,2797,3,False,specification,True,0.35777025089580466,0.35777025089580466,9,records/units/v4/eda_205/1/no_family_prompts/record.json
v4,eda_205,1,no_grounding,False,routing-fix-v1,new_task,3,6644,4,2797,3,False,specification,True,0.3583406818678585,0.3583406818678585,9,records/units/v4/eda_205/1/no_grounding/record.json
v4,eda_205,3,full,False,routing-fix-v1,new_task,3,6503,4,2876,3,False,specification,True,0.3583406818678585,0.3583406818678585,9,records/units/v4/eda_205/3/full/record.json
v4,eda_205,3,no_preparation,False,routing-fix-v1,new_task,3,5086,0,0,3,False,specification,True,0.35792366110305046,0.35792366110305046,9,records/units/v4/eda_205/3/no_preparation/record.json
v4,eda_205,3,no_cleanup,False,routing-fix-v1,new_task,3,6503,4,2876,3,False,specification,True,0.3583406818678585,0.3583406818678585,9,records/units/v4/eda_205/3/no_cleanup/record.json
v4,eda_205,3,equal_call,True,routing-fix-v1,new_task,3,5493,4,2876,3,False,,True,0.006777310026098689,0.006777310026098689,9,records/units/v4/eda_205/3/equal_call/record.json
v4,eda_205,3,no_family_prompts,True,routing-fix-v1,new_task,1,1897,4,2876,1,True,,True,0.003014788308777952,0.003014788308777952,2,records/units/v4/eda_205/3/no_family_prompts/record.json
v4,eda_205,3,no_grounding,False,routing-fix-v1,new_task,3,6450,4,2876,3,False,specification,True,0.3581651602743979,0.3581651602743979,9,records/units/v4/eda_205/3/no_grounding/record.json
v4,eda_205,2,full,False,routing-fix-v1,new_task,3,8346,4,2932,3,False,specification,True,0.09254257445398469,0.09254257445398469,12,records/units/v4/eda_205/2/full/record.json
