model,task,repeat,arm,passed,source,exposure,generation_calls,generation_tokens_known,preparation_calls_required,preparation_tokens_required,attempts,first_attempt_pass,failure_stage,finite_measurement,relative_deviation,numerical_loss,simulator_logs_retained,record
v32,eda_204,3,direct,False,formal-v1,new_task,3,2802,0,0,3,False,parse,False,,1,0,records/units/v32/eda_204/3/direct/record.json
v32,eda_204,2,analogcoder,False,formal-v1,new_task,2,7738,0,0,2,False,parse,False,,1,0,records/units/v32/eda_204/2/analogcoder/record.json
v32,eda_204,2,spicepilot,False,formal-v1,new_task,3,13799,0,0,3,False,generation,False,,1,0,records/units/v32/eda_204/2/spicepilot/record.json
v32,eda_204,2,direct,False,formal-v1,new_task,3,2910,0,0,3,False,parse,False,,1,0,records/units/v32/eda_204/2/direct/record.json
v32,eda_007,1,analogcoder,False,formal-v1,development,1,3668,0,0,1,False,specification,True,1.0160728213,1,2,records/units/v32/eda_007/1/analogcoder/record.json
v32,eda_007,1,spicepilot,False,formal-v1,development,3,13134,0,0,3,False,specification,True,0.14324881000000006,0.14324881000000006,6,records/units/v32/eda_007/1/spicepilot/record.json
v32,eda_007,1,direct,False,formal-v1,development,3,2682,0,0,3,False,parse,False,,1,0,records/units/v32/eda_007/1/direct/record.json
v32,eda_007,3,analogcoder,True,formal-v1,development,1,3562,0,0,1,True,,True,0.28422920500000004,0.28422920500000004,2,records/units/v32/eda_007/3/analogcoder/record.json
v32,eda_007,3,spicepilot,False,formal-v1,development,3,13135,0,0,3,False,specification,True,9.4963519,1,6,records/units/v32/eda_007/3/spicepilot/record.json
v32,eda_007,3,direct,False,formal-v1,development,3,2435,0,0,3,False,parse,False,,1,2,records/units/v32/eda_007/3/direct/record.json
v32,eda_007,2,analogcoder,False,formal-v1,development,1,3005,0,0,1,False,specification,True,0.30845898800000005,0.30845898800000005,2,records/units/v32/eda_007/2/analogcoder/record.json
v32,eda_007,2,spicepilot,True,formal-v1,development,1,4352,0,0,1,True,,True,0.17617857899999995,0.17617857899999995,2,records/units/v32/eda_007/2/spicepilot/record.json
v32,eda_007,2,direct,False,formal-v1,development,3,2458,0,0,3,False,specification,True,0.9300118463,0.9300118463,4,records/units/v32/eda_007/2/direct/record.json
v32,eda_006,1,analogcoder,False,formal-v1,development,1,3078,0,0,1,False,specification,True,0.6027253518181819,0.6027253518181819,2,records/units/v32/eda_006/1/analogcoder/record.json
v32,eda_006,1,spicepilot,True,formal-v1,development,2,8633,0,0,2,False,,True,0.000252154545454595,0.000252154545454595,3,records/units/v32/eda_006/1/spicepilot/record.json
v32,eda_006,1,direct,False,formal-v1,development,3,2049,0,0,3,False,specification,True,0.9159873632727272,0.9159873632727272,6,records/units/v32/eda_006/1/direct/record.json
v32,eda_006,3,analogcoder,False,formal-v1,development,1,2945,0,0,1,False,specification,True,0.3271451454545454,0.3271451454545454,2,records/units/v32/eda_006/3/analogcoder/record.json
v32,eda_006,3,spicepilot,True,formal-v1,development,3,12986,0,0,3,False,,True,0.0002664272727272987,0.0002664272727272987,5,records/units/v32/eda_006/3/spicepilot/record.json
v32,eda_006,3,direct,True,formal-v1,development,2,1379,0,0,2,False,,True,0.0002455181818181919,0.0002455181818181919,3,records/units/v32/eda_006/3/direct/record.json
v32,eda_006,2,analogcoder,False,formal-v1,development,1,2862,0,0,1,False,specification,True,0.6027253518181819,0.6027253518181819,2,records/units/v32/eda_006/2/analogcoder/record.json
v32,eda_006,2,spicepilot,True,formal-v1,development,1,4313,0,0,1,True,,True,0.0002520181818182527,0.0002520181818182527,1,records/units/v32/eda_006/2/spicepilot/record.json
v32,eda_006,2,direct,True,formal-v1,development,2,1357,0,0,2,False,,True,0.0002455181818181919,0.0002455181818181919,3,records/units/v32/eda_006/2/direct/record.json
v32,eda_008,1,analogcoder,True,formal-v1,development,1,2961,0,0,1,True,,True,0.034017807999999976,0.034017807999999976,1,records/units/v32/eda_008/1/analogcoder/record.json
v32,eda_008,1,spicepilot,False,formal-v1,development,3,12850,0,0,3,False,specification,True,0.9994388269700001,0.9994388269700001,6,records/units/v32/eda_008/1/spicepilot/record.json
v32,eda_008,1,direct,False,formal-v1,development,3,2022,0,0,3,False,parse,False,,1,4,records/units/v32/eda_008/1/direct/record.json
v32,eda_008,3,analogcoder,False,formal-v1,development,1,2677,0,0,1,False,specification,True,0.99005920554,0.99005920554,2,records/units/v32/eda_008/3/analogcoder/record.json
v32,eda_008,3,spicepilot,True,formal-v1,development,2,8658,0,0,2,False,,True,0.09480879400000006,0.09480879400000006,3,records/units/v32/eda_008/3/spicepilot/record.json
v32,eda_008,3,direct,False,formal-v1,development,3,2040,0,0,3,False,specification,True,0.99031360429,0.99031360429,4,records/units/v32/eda_008/3/direct/record.json
v32,eda_008,2,analogcoder,False,formal-v1,development,1,3041,0,0,1,False,specification,True,0.99005820529,0.99005820529,2,records/units/v32/eda_008/2/analogcoder/record.json
v32,eda_008,2,spicepilot,False,formal-v1,development,3,13022,0,0,3,False,specification,True,0.9994388269700001,0.9994388269700001,6,records/units/v32/eda_008/2/spicepilot/record.json
v32,eda_008,2,direct,False,formal-v1,development,3,2027,0,0,3,False,specification,True,0.9901514966099999,0.9901514966099999,4,records/units/v32/eda_008/2/direct/record.json
v32,eda_037,1,analogcoder,False,formal-v1,development,3,11287,0,0,3,False,specification,True,0.6955727715,0.6955727715,2,records/units/v32/eda_037/1/analogcoder/record.json
v32,eda_037,1,spicepilot,False,formal-v1,development,3,13764,0,0,3,False,generation,False,,1,0,records/units/v32/eda_037/1/spicepilot/record.json
v32,eda_037,1,direct,False,formal-v1,development,3,2354,0,0,3,False,parse,False,,1,4,records/units/v32/eda_037/1/direct/record.json
v32,eda_037,3,analogcoder,False,formal-v1,development,3,11309,0,0,3,False,generation,False,,1,0,records/units/v32/eda_037/3/analogcoder/record.json
v32,eda_037,3,spicepilot,False,formal-v1,development,3,13654,0,0,3,False,generation,False,,1,0,records/units/v32/eda_037/3/spicepilot/record.json
v32,eda_037,3,direct,True,formal-v1,development,2,1757,0,0,2,False,,True,0.005014564999999971,0.005014564999999971,3,records/units/v32/eda_037/3/direct/record.json
v32,eda_037,2,analogcoder,True,formal-v1,development,3,14011,0,0,3,False,,True,0.09392283499999997,0.09392283499999997,1,records/units/v32/eda_037/2/analogcoder/record.json
v32,eda_037,2,spicepilot,False,formal-v1,development,3,13722,0,0,3,False,generation,False,,1,0,records/units/v32/eda_037/2/spicepilot/record.json
v32,eda_037,2,direct,False,formal-v1,development,3,2173,0,0,3,False,specification,True,1.0,1.0,6,records/units/v32/eda_037/2/direct/record.json
v32,eda_205,1,analogcoder,True,formal-v1,new_task,1,3216,0,0,1,True,,True,0.13502212766216393,0.13502212766216393,2,records/units/v32/eda_205/1/analogcoder/record.json
v32,eda_205,1,spicepilot,False,formal-v1,new_task,3,13639,0,0,3,False,specification,True,0.5909538015949191,0.5909538015949191,9,records/units/v32/eda_205/1/spicepilot/record.json
v32,eda_205,1,direct,False,formal-v1,new_task,3,2512,0,0,3,False,specification,True,0.3418273248275509,0.3418273248275509,12,records/units/v32/eda_205/1/direct/record.json
v32,eda_205,3,analogcoder,False,formal-v1,new_task,1,3243,0,0,1,False,specification,True,0.5657838363054318,0.5657838363054318,3,records/units/v32/eda_205/3/analogcoder/record.json
v32,eda_205,3,spicepilot,False,formal-v1,new_task,3,13691,0,0,3,False,specification,True,0.587809081255477,0.587809081255477,9,records/units/v32/eda_205/3/spicepilot/record.json
v32,eda_205,3,direct,False,formal-v1,new_task,3,2470,0,0,3,False,specification,True,0.3604129582464757,0.3604129582464757,12,records/units/v32/eda_205/3/direct/record.json
v32,eda_205,2,analogcoder,False,formal-v1,new_task,1,3247,0,0,1,False,specification,True,0.5657837728546126,0.5657837728546126,3,records/units/v32/eda_205/2/analogcoder/record.json
v32,eda_205,2,spicepilot,False,formal-v1,new_task,3,13910,0,0,3,False,specification,True,0.3615801980731802,0.3615801980731802,9,records/units/v32/eda_205/2/spicepilot/record.json
v32,eda_205,2,direct,False,formal-v1,new_task,3,2525,0,0,3,False,specification,True,0.3412191316595238,0.3412191316595238,12,records/units/v32/eda_205/2/direct/record.json
v32,eda_202,1,analogcoder,True,formal-v1,new_task,1,3314,0,0,1,True,,True,8.608799999993977e-05,8.608799999993977e-05,2,records/units/v32/eda_202/1/analogcoder/record.json
v32,eda_202,1,spicepilot,False,formal-v1,new_task,3,13936,0,0,3,False,specification,True,0.09990245400000006,0.09990245400000006,9,records/units/v32/eda_202/1/spicepilot/record.json
v32,eda_202,1,direct,True,formal-v1,new_task,3,3071,0,0,3,False,,True,8.608799999993977e-05,8.608799999993977e-05,10,records/units/v32/eda_202/1/direct/record.json
v32,eda_202,3,analogcoder,True,formal-v1,new_task,1,3365,0,0,1,True,,True,9.156400000005504e-05,9.156400000005504e-05,2,records/units/v32/eda_202/3/analogcoder/record.json
v32,eda_202,3,spicepilot,True,formal-v1,new_task,2,9293,0,0,2,False,,True,8.608799999993977e-05,8.608799999993977e-05,5,records/units/v32/eda_202/3/spicepilot/record.json
v32,eda_202,3,direct,True,formal-v1,new_task,3,3096,0,0,3,False,,True,8.608799999993977e-05,8.608799999993977e-05,10,records/units/v32/eda_202/3/direct/record.json
v32,eda_202,2,analogcoder,True,formal-v1,new_task,1,3292,0,0,1,True,,True,9.156400000005504e-05,9.156400000005504e-05,2,records/units/v32/eda_202/2/analogcoder/record.json
v32,eda_202,2,spicepilot,True,formal-v1,new_task,2,9286,0,0,2,False,,True,9.156400000005504e-05,9.156400000005504e-05,5,records/units/v32/eda_202/2/spicepilot/record.json
v32,eda_202,2,direct,True,formal-v1,new_task,2,2036,0,0,2,False,,True,8.608799999993977e-05,8.608799999993977e-05,6,records/units/v32/eda_202/2/direct/record.json
v4,eda_016,1,analogcoder,False,formal-v1-v4flash,development,1,2391,0,0,1,False,specification,True,0.9184711476470588,0.9184711476470588,1,records/units/v4/eda_016/1/analogcoder/record.json
v4,eda_016,1,spicepilot,True,formal-v1-v4flash,development,1,4246,0,0,1,True,,True,0.006260033333333199,0.006260033333333199,1,records/units/v4/eda_016/1/spicepilot/record.json
v4,eda_016,1,direct,True,formal-v1-v4flash,development,1,669,0,0,1,True,,True,0.006260033333333199,0.006260033333333199,1,records/units/v4/eda_016/1/direct/record.json
v4,eda_016,3,analogcoder,False,formal-v1-v4flash,development,1,2475,0,0,1,False,specification,True,0.9175125266666666,0.9175125266666666,1,records/units/v4/eda_016/3/analogcoder/record.json
v4,eda_016,3,spicepilot,True,formal-v1-v4flash,development,1,4199,0,0,1,True,,True,0.008109558823529346,0.008109558823529346,1,records/units/v4/eda_016/3/spicepilot/record.json
v4,eda_016,3,direct,True,formal-v1-v4flash,development,2,1405,0,0,2,False,,True,0.006260033333333199,0.006260033333333199,1,records/units/v4/eda_016/3/direct/record.json
v4,eda_016,2,analogcoder,False,formal-v1-v4flash,development,1,2162,0,0,1,False,specification,True,0.9184931101960785,0.9184931101960785,1,records/units/v4/eda_016/2/analogcoder/record.json
v4,eda_016,2,spicepilot,True,formal-v1-v4flash,development,1,4250,0,0,1,True,,True,0.008109558823529346,0.008109558823529346,1,records/units/v4/eda_016/2/spicepilot/record.json
v4,eda_016,2,direct,True,formal-v1-v4flash,development,2,1330,0,0,2,False,,True,0.006260033333333199,0.006260033333333199,1,records/units/v4/eda_016/2/direct/record.json
v4,eda_027,1,analogcoder,False,formal-v1-v4flash,development,1,2868,0,0,1,False,specification,True,0.3289603141768621,0.3289603141768621,2,records/units/v4/eda_027/1/analogcoder/record.json
v4,eda_027,1,spicepilot,False,formal-v1-v4flash,development,3,13323,0,0,3,False,specification,True,2.1717774353553407,1,6,records/units/v4/eda_027/1/spicepilot/record.json
v4,eda_027,1,direct,True,formal-v1-v4flash,development,1,678,0,0,1,True,,True,0.004651055121927016,0.004651055121927016,1,records/units/v4/eda_027/1/direct/record.json
v4,eda_027,3,analogcoder,True,formal-v1-v4flash,development,1,2783,0,0,1,True,,True,0.01595902285303373,0.01595902285303373,1,records/units/v4/eda_027/3/analogcoder/record.json
v4,eda_027,3,spicepilot,False,formal-v1-v4flash,development,3,13111,0,0,3,False,specification,True,1.1553422219962954,1,6,records/units/v4/eda_027/3/spicepilot/record.json
v4,eda_027,3,direct,True,formal-v1-v4flash,development,3,2098,0,0,3,False,,True,0.004651055121927016,0.004651055121927016,5,records/units/v4/eda_027/3/direct/record.json
v4,eda_027,2,analogcoder,True,formal-v1-v4flash,development,1,2717,0,0,1,True,,True,0.0038197174247267185,0.0038197174247267185,1,records/units/v4/eda_027/2/analogcoder/record.json
v4,eda_027,2,spicepilot,False,formal-v1-v4flash,development,3,12732,0,0,3,False,specification,True,0.3289187322433443,0.3289187322433443,6,records/units/v4/eda_027/2/spicepilot/record.json
v4,eda_027,2,direct,True,formal-v1-v4flash,development,1,711,0,0,1,True,,True,0.0038197174247267185,0.0038197174247267185,1,records/units/v4/eda_027/2/direct/record.json
v4,eda_010,1,analogcoder,True,formal-v1-v4flash,development,1,2587,0,0,1,True,,True,0.004498463174297172,0.004498463174297172,1,records/units/v4/eda_010/1/analogcoder/record.json
v4,eda_010,1,spicepilot,True,formal-v1-v4flash,development,1,4208,0,0,1,True,,True,0.00027842302829003527,0.00027842302829003527,1,records/units/v4/eda_010/1/spicepilot/record.json
v4,eda_010,1,direct,True,formal-v1-v4flash,development,1,641,0,0,1,True,,True,0.0014850019595572803,0.0014850019595572803,1,records/units/v4/eda_010/1/direct/record.json
v4,eda_010,3,analogcoder,False,formal-v1-v4flash,development,1,2639,0,0,1,False,specification,True,0.0025036556089000897,0.0025036556089000897,2,records/units/v4/eda_010/3/analogcoder/record.json
v4,eda_010,3,spicepilot,True,formal-v1-v4flash,development,1,4312,0,0,1,True,,True,0.0017561182599730501,0.0017561182599730501,1,records/units/v4/eda_010/3/spicepilot/record.json
v4,eda_010,3,direct,True,formal-v1-v4flash,development,1,619,0,0,1,True,,True,0.001755740659771277,0.001755740659771277,1,records/units/v4/eda_010/3/direct/record.json
v4,eda_010,2,analogcoder,True,formal-v1-v4flash,development,1,2705,0,0,1,True,,True,0.004498463174297172,0.004498463174297172,1,records/units/v4/eda_010/2/analogcoder/record.json
v4,eda_010,2,spicepilot,True,formal-v1-v4flash,development,1,4196,0,0,1,True,,True,0.006874704372615156,0.006874704372615156,1,records/units/v4/eda_010/2/spicepilot/record.json
v4,eda_010,2,direct,True,formal-v1-v4flash,development,1,636,0,0,1,True,,True,0.002512714396662659,0.002512714396662659,1,records/units/v4/eda_010/2/direct/record.json
v4,eda_207,1,analogcoder,False,formal-v1-v4flash,new_task,1,2275,0,0,1,False,specification,True,0.9153323652941177,0.9153323652941177,2,records/units/v4/eda_207/1/analogcoder/record.json
v4,eda_207,1,spicepilot,True,formal-v1-v4flash,new_task,1,4322,0,0,1,True,,True,0.006793182352941128,0.006793182352941128,2,records/units/v4/eda_207/1/spicepilot/record.json
v4,eda_207,1,direct,False,formal-v1-v4flash,new_task,3,2308,0,0,3,False,specification,True,0.9153323652941177,0.9153323652941177,6,records/units/v4/eda_207/1/direct/record.json
v4,eda_207,3,analogcoder,False,formal-v1-v4flash,new_task,1,2278,0,0,1,False,specification,True,0.9153323652941177,0.9153323652941177,2,records/units/v4/eda_207/3/analogcoder/record.json
v4,eda_207,3,spicepilot,True,formal-v1-v4flash,new_task,3,13029,0,0,3,False,,True,0.0134862980392156,0.0134862980392156,6,records/units/v4/eda_207/3/spicepilot/record.json
v4,eda_207,3,direct,False,formal-v1-v4flash,new_task,3,2298,0,0,3,False,specification,True,0.9153323652941177,0.9153323652941177,6,records/units/v4/eda_207/3/direct/record.json
v4,eda_207,2,analogcoder,True,formal-v1-v4flash,new_task,1,2274,0,0,1,True,,True,0.0134862980392156,0.0134862980392156,2,records/units/v4/eda_207/2/analogcoder/record.json
v4,eda_207,2,spicepilot,True,formal-v1-v4flash,new_task,1,4351,0,0,1,True,,True,0.0134862980392156,0.0134862980392156,2,records/units/v4/eda_207/2/spicepilot/record.json
v4,eda_207,2,direct,False,formal-v1-v4flash,new_task,3,2272,0,0,3,False,specification,True,0.9153323652941177,0.9153323652941177,6,records/units/v4/eda_207/2/direct/record.json
v4,eda_209,1,analogcoder,True,formal-v1-v4flash,new_task,1,2802,0,0,1,True,,True,0.0008955099999999327,0.0008955099999999327,1,records/units/v4/eda_209/1/analogcoder/record.json
v4,eda_209,1,spicepilot,True,formal-v1-v4flash,new_task,1,4913,0,0,1,True,,True,0.0008955099999999327,0.0008955099999999327,1,records/units/v4/eda_209/1/spicepilot/record.json
v4,eda_209,1,direct,False,formal-v1-v4flash,new_task,3,2547,0,0,3,False,specification,True,0.543518589,0.543518589,6,records/units/v4/eda_209/1/direct/record.json
v4,eda_209,3,analogcoder,False,formal-v1-v4flash,new_task,1,2458,0,0,1,False,specification,True,0.499554054,0.499554054,2,records/units/v4/eda_209/3/analogcoder/record.json
v4,eda_209,3,spicepilot,True,formal-v1-v4flash,new_task,1,4550,0,0,1,True,,True,0.019281210000000014,0.019281210000000014,1,records/units/v4/eda_209/3/spicepilot/record.json
v4,eda_209,3,direct,False,formal-v1-v4flash,new_task,3,2509,0,0,3,False,specification,True,0.543518589,0.543518589,6,records/units/v4/eda_209/3/direct/record.json
v4,eda_209,2,analogcoder,True,formal-v1-v4flash,new_task,1,3158,0,0,1,True,,True,0.0023305200000000442,0.0023305200000000442,1,records/units/v4/eda_209/2/analogcoder/record.json
v4,eda_209,2,spicepilot,True,formal-v1-v4flash,new_task,1,4583,0,0,1,True,,True,0.0023305200000000442,0.0023305200000000442,1,records/units/v4/eda_209/2/spicepilot/record.json
v4,eda_209,2,direct,False,formal-v1-v4flash,new_task,3,2483,0,0,3,False,specification,True,0.543228938,0.543228938,6,records/units/v4/eda_209/2/direct/record.json
v4,eda_208,1,analogcoder,False,formal-v1-v4flash,new_task,1,2825,0,0,1,False,parse,False,,1,0,records/units/v4/eda_208/1/analogcoder/record.json
v4,eda_208,1,spicepilot,True,formal-v1-v4flash,new_task,1,7920,0,0,1,True,,True,0.012226265909090936,0.012226265909090936,2,records/units/v4/eda_208/1/spicepilot/record.json
v4,eda_208,1,direct,True,formal-v1-v4flash,new_task,1,873,0,0,1,True,,True,0.012226265909090936,0.012226265909090936,2,records/units/v4/eda_208/1/direct/record.json
v4,eda_208,3,analogcoder,False,formal-v1-v4flash,new_task,1,2879,0,0,1,False,parse,False,,1,0,records/units/v4/eda_208/3/analogcoder/record.json
v4,eda_208,3,spicepilot,True,formal-v1-v4flash,new_task,3,24777,0,0,3,False,,True,0.012226265909090936,0.012226265909090936,4,records/units/v4/eda_208/3/spicepilot/record.json
v4,eda_208,3,direct,False,formal-v1-v4flash,new_task,3,6310,0,0,3,False,parse,False,,1,0,records/units/v4/eda_208/3/direct/record.json
v4,eda_208,2,analogcoder,False,formal-v1-v4flash,new_task,1,2814,0,0,1,False,specification,True,0.9999583839184091,0.9999583839184091,2,records/units/v4/eda_208/2/analogcoder/record.json
v4,eda_208,2,spicepilot,True,formal-v1-v4flash,new_task,1,4408,0,0,1,True,,True,0.007805300000000116,0.007805300000000116,2,records/units/v4/eda_208/2/spicepilot/record.json
v4,eda_208,2,direct,False,formal-v1-v4flash,new_task,3,2683,0,0,3,False,specification,True,1.5467713636363631,1,2,records/units/v4/eda_208/2/direct/record.json
v4,eda_005,1,analogcoder,True,formal-v1-v4flash,development,1,2525,0,0,1,True,,True,0.0003056430000000887,0.0003056430000000887,1,records/units/v4/eda_005/1/analogcoder/record.json
v4,eda_005,1,spicepilot,True,formal-v1-v4flash,development,1,4189,0,0,1,True,,True,0.0003056430000000887,0.0003056430000000887,1,records/units/v4/eda_005/1/spicepilot/record.json
v4,eda_005,1,direct,False,formal-v1-v4flash,development,3,1998,0,0,3,False,specification,True,0.3841522700000001,0.3841522700000001,6,records/units/v4/eda_005/1/direct/record.json
v4,eda_005,3,analogcoder,False,formal-v1-v4flash,development,1,2151,0,0,1,False,specification,True,0.3094094,0.3094094,2,records/units/v4/eda_005/3/analogcoder/record.json
v4,eda_005,3,spicepilot,True,formal-v1-v4flash,development,2,8510,0,0,2,False,,True,0.0003237620000000163,0.0003237620000000163,3,records/units/v4/eda_005/3/spicepilot/record.json
v4,eda_005,3,direct,True,formal-v1-v4flash,development,2,1283,0,0,2,False,,True,0.0003237620000000163,0.0003237620000000163,3,records/units/v4/eda_005/3/direct/record.json
v4,eda_005,2,analogcoder,True,formal-v1-v4flash,development,1,2601,0,0,1,True,,True,0.0003237620000000163,0.0003237620000000163,1,records/units/v4/eda_005/2/analogcoder/record.json
v4,eda_005,2,spicepilot,True,formal-v1-v4flash,development,1,4190,0,0,1,True,,True,0.0003056430000000887,0.0003056430000000887,1,records/units/v4/eda_005/2/spicepilot/record.json
v4,eda_005,2,direct,False,formal-v1-v4flash,development,3,1988,0,0,3,False,specification,True,0.3841522700000001,0.3841522700000001,6,records/units/v4/eda_005/2/direct/record.json
v4,eda_201,1,analogcoder,True,formal-v1-v4flash,new_task,1,2669,0,0,1,True,,True,0.00014481600000006977,0.00014481600000006977,1,records/units/v4/eda_201/1/analogcoder/record.json
v4,eda_201,1,spicepilot,True,formal-v1-v4flash,new_task,1,4276,0,0,1,True,,True,0.00015315999999998553,0.00015315999999998553,1,records/units/v4/eda_201/1/spicepilot/record.json
v4,eda_201,1,direct,True,formal-v1-v4flash,new_task,1,667,0,0,1,True,,True,0.00014481600000006977,0.00014481600000006977,1,records/units/v4/eda_201/1/direct/record.json
v4,eda_201,3,analogcoder,True,formal-v1-v4flash,new_task,1,2202,0,0,1,True,,True,0.00014481600000006977,0.00014481600000006977,1,records/units/v4/eda_201/3/analogcoder/record.json
v4,eda_201,3,spicepilot,True,formal-v1-v4flash,new_task,1,4287,0,0,1,True,,True,0.00014481600000006977,0.00014481600000006977,1,records/units/v4/eda_201/3/spicepilot/record.json
v4,eda_201,3,direct,True,formal-v1-v4flash,new_task,3,2132,0,0,3,False,,True,0.00014481600000006977,0.00014481600000006977,5,records/units/v4/eda_201/3/direct/record.json
v4,eda_201,2,analogcoder,True,formal-v1-v4flash,new_task,2,5503,0,0,2,False,,True,0.00014481600000006977,0.00014481600000006977,1,records/units/v4/eda_201/2/analogcoder/record.json
v4,eda_201,2,spicepilot,True,formal-v1-v4flash,new_task,1,4272,0,0,1,True,,True,0.00014481600000006977,0.00014481600000006977,1,records/units/v4/eda_201/2/spicepilot/record.json
v4,eda_201,2,direct,True,formal-v1-v4flash,new_task,1,724,0,0,1,True,,True,0.00014481600000006977,0.00014481600000006977,1,records/units/v4/eda_201/2/direct/record.json
v4,eda_206,1,analogcoder,False,formal-v1-v4flash,new_task,1,2989,0,0,1,False,specification,True,0.35823812263313265,0.35823812263313265,4,records/units/v4/eda_206/1/analogcoder/record.json
v4,eda_206,1,spicepilot,False,formal-v1-v4flash,new_task,3,13962,0,0,3,False,specification,True,0.42027528458977076,0.42027528458977076,17,records/units/v4/eda_206/1/spicepilot/record.json
v4,eda_206,1,direct,False,formal-v1-v4flash,new_task,3,3019,0,0,3,False,specification,True,0.5984609775549481,0.5984609775549481,15,records/units/v4/eda_206/1/direct/record.json
v4,eda_206,3,analogcoder,False,formal-v1-v4flash,new_task,1,2966,0,0,1,False,specification,True,0.35841400777394156,0.35841400777394156,4,records/units/v4/eda_206/3/analogcoder/record.json
v4,eda_206,3,spicepilot,False,formal-v1-v4flash,new_task,3,13812,0,0,3,False,specification,True,0.3582280729890281,0.3582280729890281,15,records/units/v4/eda_206/3/spicepilot/record.json
v4,eda_206,3,direct,False,formal-v1-v4flash,new_task,3,2969,0,0,3,False,specification,True,0.43222967848307836,0.43222967848307836,15,records/units/v4/eda_206/3/direct/record.json
v4,eda_206,2,analogcoder,False,formal-v1-v4flash,new_task,1,2997,0,0,1,False,specification,True,8.753935103936782e-05,8.753935103936782e-05,6,records/units/v4/eda_206/2/analogcoder/record.json
v4,eda_206,2,spicepilot,False,formal-v1-v4flash,new_task,3,13967,0,0,3,False,specification,True,0.9990017900313279,0.9990017900313279,18,records/units/v4/eda_206/2/spicepilot/record.json
v4,eda_206,2,direct,False,formal-v1-v4flash,new_task,3,2997,0,0,3,False,specification,True,0.35866313549081474,0.35866313549081474,12,records/units/v4/eda_206/2/direct/record.json
v4,eda_024,1,analogcoder,False,formal-v1-v4flash,development,1,2336,0,0,1,False,specification,True,0.9982328578454546,0.9982328578454546,2,records/units/v4/eda_024/1/analogcoder/record.json
v4,eda_024,1,spicepilot,False,formal-v1-v4flash,development,3,13246,0,0,3,False,specification,True,0.7692255672727272,0.7692255672727272,6,records/units/v4/eda_024/1/spicepilot/record.json
v4,eda_024,1,direct,False,formal-v1-v4flash,development,3,2239,0,0,3,False,specification,True,0.5986539645454546,0.5986539645454546,6,records/units/v4/eda_024/1/direct/record.json
v4,eda_024,3,analogcoder,False,formal-v1-v4flash,development,1,2342,0,0,1,False,specification,True,0.7692255672727272,0.7692255672727272,2,records/units/v4/eda_024/3/analogcoder/record.json
v4,eda_024,3,spicepilot,False,formal-v1-v4flash,development,3,13178,0,0,3,False,specification,True,1.0,1.0,6,records/units/v4/eda_024/3/spicepilot/record.json
v4,eda_024,3,direct,False,formal-v1-v4flash,development,3,2221,0,0,3,False,specification,True,0.7692260954545455,0.7692260954545455,6,records/units/v4/eda_024/3/direct/record.json
v4,eda_024,2,analogcoder,False,formal-v1-v4flash,development,1,3162,0,0,1,False,specification,True,0.9198626693636364,0.9198626693636364,2,records/units/v4/eda_024/2/analogcoder/record.json
v4,eda_024,2,spicepilot,False,formal-v1-v4flash,development,3,13188,0,0,3,False,specification,True,1.0,1.0,6,records/units/v4/eda_024/2/spicepilot/record.json
v4,eda_024,2,direct,False,formal-v1-v4flash,development,3,2190,0,0,3,False,specification,True,0.9098270715454546,0.9098270715454546,6,records/units/v4/eda_024/2/direct/record.json
v4,eda_210,1,analogcoder,True,formal-v1-v4flash,new_task,1,2897,0,0,1,True,,True,0.02716911500000004,0.02716911500000004,2,records/units/v4/eda_210/1/analogcoder/record.json
v4,eda_210,1,spicepilot,True,formal-v1-v4flash,new_task,1,4450,0,0,1,True,,True,0.09178399833333332,0.09178399833333332,2,records/units/v4/eda_210/1/spicepilot/record.json
v4,eda_210,1,direct,True,formal-v1-v4flash,new_task,1,985,0,0,1,True,,True,0.057674353333333254,0.057674353333333254,2,records/units/v4/eda_210/1/direct/record.json
v4,eda_210,3,analogcoder,True,formal-v1-v4flash,new_task,1,2399,0,0,1,True,,True,0.057674353333333254,0.057674353333333254,2,records/units/v4/eda_210/3/analogcoder/record.json
v4,eda_210,3,spicepilot,True,formal-v1-v4flash,new_task,2,9024,0,0,2,False,,True,0.06468787833333334,0.06468787833333334,4,records/units/v4/eda_210/3/spicepilot/record.json
v4,eda_210,3,direct,True,formal-v1-v4flash,new_task,2,1864,0,0,2,False,,True,0.057674353333333254,0.057674353333333254,4,records/units/v4/eda_210/3/direct/record.json
v4,eda_210,2,analogcoder,True,formal-v1-v4flash,new_task,1,2818,0,0,1,True,,True,0.11821173666666662,0.11821173666666662,2,records/units/v4/eda_210/2/analogcoder/record.json
v4,eda_210,2,spicepilot,True,formal-v1-v4flash,new_task,1,6326,0,0,1,True,,True,0.14534870500000008,0.14534870500000008,2,records/units/v4/eda_210/2/spicepilot/record.json
v4,eda_210,2,direct,True,formal-v1-v4flash,new_task,2,1959,0,0,2,False,,True,0.057674353333333254,0.057674353333333254,4,records/units/v4/eda_210/2/direct/record.json
v4,eda_203,1,analogcoder,False,formal-v1-v4flash,new_task,2,6284,0,0,2,False,parse,False,,1,0,records/units/v4/eda_203/1/analogcoder/record.json
v4,eda_203,1,spicepilot,False,formal-v1-v4flash,new_task,3,22257,0,0,3,False,parse,False,,1,0,records/units/v4/eda_203/1/spicepilot/record.json
